GUIDEWIRE SAVARY 200CM  G22139,316
GRAFT BONE TRINITY ELITE CANCE LLOUS LARGE 410003,"12,585"
SCREW CANN LCK 3.7 X 44MM  02.240.044,581
CATHETER MICRO ECHELON 10 STRA IGHT 105-5091-150,"1,350"
CATHETER SOFIA 6F DAC 115 CM  DA6115ST,"5,863"
ROOM RATE TRAUMA ICU,"3,910"
PERQ ABLTJ LVR CRYOABLATION,"5,732"
STENT SYNERGY MR 3.00MM X 28MM  H7493926028300,"3,290"
"DEXTROSE 70 % SOLUTION 2,000 ML FLEX CONT ",16
SHEATH DRYSEAL FLEX INTRODUCER 16 X 5.3 DSF1633,718
GUIDEWIRE SYNT 1.1MM W/ TROCAR TIP 150MM 292.623,99
SCREW ORCO CANN LP 4.5 X 32MM FT 00-1015-632,712
SCREW LOCKING 3.0 X 18MM GRIDL OCK 302-30-018,600
BLADE DERMATOME STERILE 1.25X4.25IN 00880000010,164
PROSTHESIS PARTIAL CLIP 3.0MM MIDDLE EAR 1002255,"1,008"
SCREW SYNT CORT LOW PROF T15 STRDRV 3.5 X 34MM 02.206.234,111
POWER PORT NEEDLE,27
DEVICE VISCOELASTIC 2% HPMC 1 ML SOLUTION CC050S,140
TELMISARTAN 40 MG TABLET ,14
FORCEPS MARYLAND BIPOLAR 470172,675
FACTOR XI (PTA) - REF,195
SUTURE VICRYL 2-0 27IN CT-1  J259H,31
PLATE SYNT TI MATRIX PRE BENT MAXIL 2MM ADVNT 0.8MM THK RT 04.511.382,"1,052"
CLINDAMYCIN IN NS 600 MG/50 ML 600-0.9 MG/50ML-% SOLUTION ,39
WIRE O S PRECUT 26GA S  DS26,24
MITOMYCIN 40 MG RECON SOLN 1 EACH VIAL ,178
SUTURE VICRYL 2-0 DYD 27IN XLH  J581G,16
SUTURE PROLENE 2-0 DYD 36IN,31
BELIMUMAB 120 MG RECON SOLN 1 EACH VIAL ,12
MEPIVACAINE PF 1.5% 1.5 % SOLUTION ,7
LINACLOTIDE 145 MCG CAPSULE ,24
TRAY COAXIAL BIOPSY WITH 15CM 11GA AND 19CM 13GA 9462-VC-006,844
PACK OR CYSTO DYNJP5010,50
DRESSING FOAM 4X12IN MEPILEX B ORDER 295900,22
CAGE 25 MM CENTERPIECE 31-41MM ALTITUDE 9392531,"11,117"
"DXA, BONE DENSITY STUDY, HIPS/PELV/SPINE",946
SUTURE PROLENE 4-0 DYD 30IN KS 8621H,8
ACETIC ACID 5 % SOLUTION ,7
SHEATH 5FRX11CM  504-605X,88
CATHETER CHOLANGIOGRAM TAUT 4.5FRX 45.7CM  20018-M55 20018-M55,173
CABLE PACING SURGICAL FASLOC D ISPOSABLE FL60197,55
BALLOON RX P 4.0 X 40MM X 135C X.018 STERLING MONORAIL H74939031404010,962
CT MAXILLOFACIALW/O DYE,"1,282"
SUTURE VICRYL 3-0 54IN REEL J285G,31
KIT VISCOUS FLUID CX5720 STORZ CX5720,165
PLATE TIBIAL COMP ZIMMER SZ 4 10 MM THICK 00588604410,"7,450"
SPACER CAPSTONE 10MM X 26MM  2991026,"12,688"
GANCICLOVIR 500 MG RECON SOLN 1 EACH VIAL ,286
SCREW ART COMPR FT 7.0 XL 80MM AR-8770-80H,"1,390"
PLATE SYNT 3.5MM LCK LOW PROFILE RECON 8H 02.100.108,"1,320"
NEEDLE OPTH .6MM 38MM SHARP AN ES RETROBULBAR 581640,28
INTRODUCER SHEATH DEST 6FRX65C,293
DEVICE SUTURING ENDOSCOPIC ENDO STITCH 2-0 173023,184
ROOM RATE BIRTHPLACE ISO,"1,577"
BRIDGE SUTURE RETENTION 4.375IN X 1/2IN LF RSB5,79
SITAGLIPTIN 50 MG TABLET ,23
NEEDLE SPINAL 22G X 5IN - PAI N   ONLY 405148,21
DEVICE CATHETER STATLOCK VESIO  VPPCSP,16
ENVELOPE ANTIBACTERIAL NEURO L G 7.4X8.5CM IMPLANTABLE NMRM6133,"3,044"
MESH HERNIA VENTRALIGHT ST ELL IPSE 12X14IN30.5X35.6CM1 CA 5954124,"3,834"
REMOVE PERM CANNULA/CATHETER,"3,293"
ROD SYNT CARBON FIBER 4 X 120MM 395.63,148
CHANGE OF URETEROSTOMY TUBE(T),"2,011"
PUNCH CORNEA DONOR 9.0MM  K20-2112,242
PUNCH AORTIC 5 MM RCL50,70
SCREW ART TI 3.5MM LOW PROFILE 26MM AR-8935L-26,277
PLATE SYNT LCP ONE-THIRD TUBULAR W/ COLLAR 5H 57MM 241.351,526
SUTURE CHROMIC GUT 4-0 27IN FS-2 635H,31
SCREW SYNT CORT S-TAP STRDRV T15 3.5 X 105MM 02.200.105,111
CABLE W/ CRIMP 1.8 X 25 00223200418,"1,148"
GUIDEWIRE VASCULAR IMAGINING ANGL TIP .035 180CM 3CM TIP G36284,119
DRAIN WOUND PENROSE RADIOPAQUE SILICONE 1/4 X 12IN GR101,17
SCREW SYNT LCK TI STRDRV T25 5 X 38MM STRL 04.005.528S,559
SUTURE CHROMIC GUT #1 27IN CT 803H,31
IMPLANT OMNIMAX MMF ARQCH BAR PERFORMED 01-0298,"1,190"
SET MICROPUNCTURE 4FR STIFFENE D G48002,177
SOMATOSTATIN - REF,294
SHEATH URETERAL ACCESS 7FR 35C M G34879,399
BINDER ABD XL 12IN X 75IN-84IN  13654009,36
TERBUTALINE 1 MG/ML SOLUTION ,18
SPHINCTEROTOME TRI-TOME 0.035 G22555,407
"ASSAY, GLUCOSE, BLOOD QUANT",48
BUR CROSS-CUT FISSURE TAPERED 1.2MM 0277-010-212,34
SCREW BIO FIXED LOCKING 4.75MMX 25MM 180552,381
PLATE TRI2 COMPRESSION ULNAR OSTEOTOMY UOCP,"1,407"
INSERT DRUG IMPLANT DEVICE,704
PLATE SYNT TI MATRIX CMF ANATO MIC L 3X3H REVERSIBLE 04.511.344,772
STIMULATOR NERVE INTERSTIM ENS TEST 353101,900
"PSA, SCREENING",143
COMPONENT PATELLAR STD SERIES A 34MM 3 PEG 184766,"1,103"
INTRODUCER SHEATH 6F OPTISEAL PEELABLE 7440,163
AMPICILLIN 2 GM SOLUTION ,65
SHEATH NEURONMAX LONG 90CM STR  PNML6F088904,"1,114"
DOCETAXEL 20 MG/2ML SOLUTION 8 ML VIAL ,7
CANNULA ARTERIAL 20FR  83020,66
ATTACHMENT DISTAL DISPOSABLE 15.0 MM D-201-14304,94
COMPONENT FEM CR RETAINING SZ 6 RIGHT CEMENTED ATTUNE 1504-00-206,"3,525"
TOXOPLASMA ANTIBODY IGM - REF,90
ADAPTER OFFSET BMT 360 7.5MM 185212,"1,674"
TRAY PRIMARY TIBIAL MOD 75MM 141214,"1,500"
CLAMP SYNT TUBE-TO-TUBE 390.007,"1,495"
SCREW SYNT CORT LOW PROF HEX DRIVE 3.5 X 26MM 02.206.026,101
PROCAINAMIDE 500 MG/ML SOLUTION 2 ML VIAL ,261
ANGIO PULMON BILAT NONSELEC(T),"2,801"
MANIPULAT PALM CORD POST INJ,275
BALLOON OTW P 5.0X 150X 135CM X.035 EVERCROSS AB35W05150135,374
CUP DXTEND STAND PE D42 +9MM DELTA EXTEND DEPUY 1307-42-209,"2,726"
HLA I TYPING COMPLETE LR - REF,590
SUTURE SILK 4-0 BRAIDED 12-18IN A183H,31
PANCRELIPASE (LIP-PROT-AMYL) 12000 UNIT CAPSULE DELAYED RELEASE PARTICLES ,6
INSULIN; FREE - REF,90
DRAINAGE CATHETER EXCHANGE(T),"1,756"
CALCITONIN 200 UNIT/ML SOLUTION ,"7,779"
CANNULA OPHTHALMIC CHANDELIER OSHIMA VIVED 27GA 56.54.27P,312
KIT INSTRUMENT DISP 4.5/14MM BIOCOMPOSITE CORKSCREW AR-8927DSC,525
CHLORPROMAZINE 50 MG/2ML SOLUTION ,138
"I&D PERIANAL ABSCESS,SUPERFICIAL","1,308"
GRID RADIOLOGY 4.65IN ACCUGRIDS 300,76
BUPIVACAINE 0.75 % SOLUTION 10 ML VIAL ,14
CAUTERY OPTH .5IN ACCU TEMP 1205C FINE TIP HIGH TEMP 8442000,61
KIT DA VINCI SI DISPOSABLE ACCESSORY 4 ARM 420291,780
BLADE TFNA HELICAL 110MM STRL  04.038.310S,"2,503"
ABLATE ARRHYTHMIA ADD ON,"1,951"
SUTURE SILK 2-0 BRAIDED 12-18IN A185H,31
GRAFT SKIN MESHED CM2 CRYOPRESERVED 2:1 5100-620,13
PEG FULL THREAD MULTI 2.5X20MMDEPUY 131211120,458
"CARDIOPULMONARY STRESS TEST, COMPLEX TC","1,107"
DEVICE SECURE STATLOCK FOLEY 2 OR 3 WAY FOL0105,14
SHEATH 8FR BRITE TIP 55CM  401-855M,127
LIDOCAINE 1% 9.5 ML - EPINEPHRINE 1:1000 0.5 ML SOLUTION ,20
VASOPRESSIN IN 0.9% SODIUM CHLORIDE 50 ML BAG ,505
SCREW MEDT 7.5 X 55MM VOYAGER 55850017555,"6,296"
PACK ESSENTIA MAJ LAPAROTOMY STD SBACNMLEHA,188
ONABOTULINUMTOXINA 100 UNITS RECON SOLN 1 EACH VIAL ,19
SPACER SPINAL 11X22MM 12 DEG INTERBODY FUSION 4011122,"7,050"
CATHETER URETH 26FR 30ML FOLEY 3 WAY IC LATEX 0167SI26,64
BIT DRILL 3.5 FT PROFILE ARTH MINI COMPRESSION AR-8737-47,450
REPOSITION PACING-DEFIB LEAD,"4,337"
STAPLER SKIN FIXED HEAD DISPOS ABLE WIDE 35. 25-3001,37
SUTURE CHROMIC GUT 3-0 27IN CP-2 886H,31
BIT DRILL 2.4MM  7756010,900
GUIDEWIRE AMPLATZ S .035X260 STR G27036,127
SUTURE CHROMIC GUT 3-0 27IN PS-2 1638H,19
TAP BLOCK BILATERAL BY CONTINUOUS INFUSION(S),"1,562"
LENS IOL ZCB00 19.0D ACRY TECN IS 1 ZCB001900,503
WIRE K-WIRE .035 DOUBLE TROCAR 316-0119,105
SCREW SYNT VA LCK STRDRV 2.4 XX 20MM 02.210.120,402
NYSTATIN 100000 UNIT/GM POWDER 15 G BOTTLE ,73
SCREW SYNT HEADLESS COMPRESSION 16MM THREAD 6.5 X 65MM 02.227.065,"1,126"
"STENT, NON-COAT/COV W/O DEL","3,221"
SUTURE VICRYL #1 27IN CT-2 DC321,103
SCREW SYNT LCK TI STRDRV T25 5X 46MM 04.005.536,588
DILATOR VESSEL 6FR  392305,35
SUTURE PROLENE 3-0 DYD 18IN PS -2 8687H,31
SCREW SYNT TI MATRIXMANDIBLE S -TAP LCK 2.4 X 10MM 04.503.640.01,468
TRIAMCINOLONE ACETONIDE 10 MG/ML SUSPENSION ,16
SUTURE MONOCRYL 4-0 DYD 27IN R B-1 Y304H,31
"CHEMOTHERAPY, IV PUSH, SINGLE DRUG",326
PIN STEINMAN SMOOTH 5/32 IN X 9IN SGL PT 168-39-53 KM168-39-53,18
HEPATITIS C RNA QUANTIFICATION - REF,198
DORZOLAMIDE 2 % SOLUTION 10 ML BOTTLE ,158
CATHETER MICRO SELECT LP-ES 15 0/15CM 2MB 606-S155X,"1,704"
TRAP FINGER DOUBLE STERIL MED  30522-3,113
STENT EXPRESS LD 10MM X 25MM/ 75CM BILIARY H74938046102070,"2,612"
DOLUTEGRAVIR SODIUM 50 MG TABLET 6 EACH PACKAGE ,55
MESH PHASIX ST 11CM CIRCLE (1 PER CA) 1200011,"4,641"
WIRE K-WIRE TROCAR PT 3/32IN (2.4MM) KM168-29-33,19
GUIDE NEEDLE E8C E721 MTZ  5055,35
SLING PELVIC FLOOR UPSYLON Y MESH M0068318200,"2,640"
INSERT STRAIGHT CATHETER,161
SCREW ACUM LCK HEXALOBE 2.7 X 22MM 30-0331,342
BUR ROUND 4.0MM 8 FLUTE AR-8400RBE,149
CANNULA CORONARY DISTAL 12FR BASKET TIP 30012,69
SCREW SYNT HEADLESS COMPRESSION ST 4.5 X 80MM 02.226.680,688
SUTURE PDS II 2-0 DYD 27IN CT-1 Z339H,10
EMTRICITABINE 200 MG CAPSULE ,38
OXYTOCIN 20 UNITS IN 0.9% SODIUM CHLORIDE 1000 ML 20-0.9 UNT/L-% SOLUTION ,78
SCREW SYNT METAPHYSEAL S-TAP T8 STRDRV 2.7 X 22MM 02.118.522,174
CATHETER BALLOON EUPHORA RX 2X6MM EUP2006X,435
BUMETANIDE 0.25 MG/ML SOLUTION 10 ML VIAL ,17
BALLOON OTW P 2.0X 150X 15OC M X.014 NANOCROSS AB14W020150150,725
STENT INTEGRITY RX 2.75MMX14MM INT27514UX,"1,481"
PENCIL EXTENDVAC TELESCOPING S MOKE EVACUATOR TIP 10 TUBING 88-000702,102
LENS IOL CZ70BD 19.5D ACRY PMM A CZ70BD.195,175
DRAIN GLAUCOMA AHMED VALVE  FP7,"1,190"
NEEDLE OPHTHALMIC 20G 15 DEG F RAGMENTATION BL5275,340
SUTURE PROLENE 3-0 DYD 18IN FS -2 8665G,31
CEFTAZIDIME ,25
SHEATH 10CM .035IN MINI GUIDEW IRE 4FR 2.5CM DILATOR RSS402,32
STEM FEMORAL ML TAPER HIP PROS12/14 SZ 9 00771100900,"5,875"
SCREW SYNT CANN S-DRILL 6.5 X 85MM 32MM THREAD 208.439,727
MRI ANGIO CHEST TC,"2,637"
SCREW ORCO CANN LP 4.5 X 28MMFT 00-1015-628,553
GLYCOPYRROLATE 0.2 MG/ML SOLUTION ,15
HANDSET LAPAROSCOPIC 4 FUNCTION VALLEYLAB E2750,167
SACUBITRIL-VALSARTAN 49-51 MG TABLET ,26
NITROPRUSSIDE 25 MG/ML SOLUTION ,297
INSERT TIBIAL FIXED STABILIZED PLUS SZ 3 12.5MM PFC SIGMA 96-2731,"4,610"
