 DIFFERENTIAL WITH WBC MANUAL,45
 DIFFERENTIAL WITHOUT WBC MANUAL,45
 HEMATOCRIT,21
 HEMOGLOBIN,21
 COMPLETE BLOOD COUNT WITH AUTOMATED DIFFERENTIAL WBC,75
 COMPLETE BLOOD COUNT AUTOMATED,59
" BLOOD COUNT, MANUAL CELL COUNT EACH",46
 AUTOMATED RETICULOCYTE COUNT,47
 AUTOMATED LEUKOCYTE (WHITE BLOOD CELL) COUNT,38
 AUTOMATED PLATELET COUNT,38
 COAGULATION TIME ACTIVATED,27
" FIBRIN DEGRADATION QUANT, D-DIMER",125
 FIBRINOGEN ACTIVITY,90
 FIBRINOGEN,71
 HEMOGLOBIN OR RBCS FETAL DIFFERENTIAL LYSIS (KLEIHAUER-BETKE),115
 BLOOD PLATELET AGGREGATION EACH AGENT COLLAGEN/ADP,136
 PROTHROMBIN TIME,31
 PROTHROMBIN TIME POCT,25.73
 RBC SEDIMENTATION RATE ERTHROCYTE NON-AUTOMATED,30
 RBC SEDIMENTATION RATE ERTHROCYTE AUTOMATED,30
" THROMBOPLASTIN TIME PARTIAL, PLASMA OR WHOLE BLOOD",46
 CELL COUNT MISC BODY FLUIDS EXCEPT BLOOD,104
" DIFFERENTIAL CELL COUNT, MISC BODY FLUID EXCEPT BLOOD",52
 CRYSTAL ID BY MICROSCOPY TISSUE OR BODY FLUID EXCEPT URINE,41
 NASAL SMEAR FOR EOSINPHILS,44
 CULTURE BLOOD,163
 CULTURE-STOOL,112
 STOOL AEROBIC CULTURE ADDITIONAL PATHOGENS EACH,38
" BACTERIAL CULTURE - OTHER NOT URINE, BLOOD OR STOOL, AEROBIC",112
 CULTURE SPINAL FLUID,136
" BACTERIAL CULTURE -  NOT BLOOD, ANAEROBIC",112
 CULTURE BIOPSY,199
" AEROBIC ISOLATE, FOR ID",74
 CULTURE PRESUMPTIVE PATHOGENIC ORGANISMS SCREEN,21
 CULTURE GC,58
 STREP SCREEN,47
 CULTURE AEROBIC QUANT OTHER,41
 CULTURE URINE,100
 CULTURE CATH URINE,103
 PRESUMPTIVE ID EACH ISOLATE,74
" CULTURE-FUNGUS SKIN, HAIR, OR NAIL",165
 CULTURE-FUNGUS ISOLATION NOT BLOOD,165
 CULTURE TYPING IMMUNOFLUORESCENT METHOD EACH ANTI SERUM,49
 CULTURE TYPING IMMUNOLOGIC METHOD EACH ANTISERUM,46
 PINWORM EXAM,33
 OVA AND PARASITES SMEARS,38
" MICROBE SUSCEPTIBLE ANTIMICROBIAL AGENT, LACTAMASE PER ENZYME",43
" MICROBE SUSCEPTIBLE ANTIMICROBIAL AGENT, EACH MULTI-ANTIMICROBIAL, PER PLATE",84
 FLUCONAZOLE SENSITIVITY,36
" SMEAR PRIMARY SOURCE WITH INTERPRETATION, GRAM OR GIEMSA",47
 SMEAR SPECIAL STAIN FOR INCLUSION BODIES OR PARASITES,82
 TISSUE EXAM BY KOH SLIDE,47
 VIRUS ISOLATION SHELL VIAL,72
 HPYLORI STOOL EIA,188
 ROTAVIRUS ANTIGEN,133
 SHIGA-LIKE TOXIN ANTIGEN IA,21
 CHLAMYDIA TRACHOMATIS DNA OR RNA AMPLIFIED PROBE,123
 INFECTIOUS AGENT DETECTION BY NUCLEIC ACID,148
 ENTEROVIRUS PROBE & REVERSE TRANSCRIPTION,209
 NEISSERIA GONORRHOEAE DNA OR RNA AMPLIFIED PROBE TECHNIQUE,123
 STAPHYLOCOCCUS AUREUS DNA OR RNA AMPLIFIED PROBE TECHNIQUES,173
" RSV DETECTION, POCT",38
" SEMEN ANALYSIS, SPERM PRESENCE AND MOTILITY OF SPERM, IF PERFORMED",71
 URINALYSIS AUTO W/SCOPE,67
 URINALYSIS,44
 URINALYSIS MICROSCOPIC,21
 FRUCTOSE (SEMEN),66
 MISCELLANEOUS SEND OUT,0
 MISC LAB TEST PATHOLOGY,0
 AMIODARONE AND DESTHYLAMIODARONE,20
 LAMOTRIGINE,23
 DRUG TEST PRESUMPTIVE CHEMICAL ANALYSIS,50
 DRUG TEST PRESUMPTIVE OPTICAL INSTR,157
 ANTI DEPRESSANT CLS 3 5,53
 TRICYCLIC & CYCLICALS,53
 SKELETAL MUSCLE RELAXANT,56
 DRUG SCREEN CLASS A 9 PNL,155
 COL CHROMOTOGRAPHY QUAL/QUAN,52
 TRANSGLUTAMINASE ANTIBODIES IGG,9
" MYASTHENIA GRAVIS EVALUATION, ADULT",78
 PARANEOPLASTIC AB RIA EA SER,47
" CALCIUM BIND AB, PQ TYPE",26
 GM1 AUTO ANTIBODY TEST,24
" PITUITARY TUMOR MARKER, ALPHA-SUBUNIT",35
 ASCA IGA,49
" IMMUNOASSAY ANALYTE, OTHER THAN INFECTIOUS AGENT AB OR ANTIGEN, QUANTITATIVE NOS",118
 ANTI MULLERIAN HORMONE,95
 STRIATED MUSCLE ANTIBODY,47
" ALKALOIDS NOS, URINE",49
" ALKALOIDS NOS, SERUM",71
 AMYTRIP TRICYCLIC 1/2,27
 ANABOLIC STEROID 1 OR 2,68
 ANTIDEPRESSANT TRICYCLIC 3 5,125
 ASSAY OR DESIPRAMINE,11
 BARBITURATES CONF URINE,79
 BENZODIAZEPINES,43
 CANNABINOIDS NATURAL,103
 DOXEPIN TRICYCLIC 1/2,8
 DRUG SCREENING METHADONE,103
 DRUG SCREENING OXYCODONE,52
 DRUG SCREEN AMPHETAMINES 1/2,52
 DRUG SCREEN BUPRENORPHINE,72
" DRUG SCREENING COCAINE, URINE",66
" DRUG SCREENING COCAINE, MECONIUM",144
 DRUG SCREEN BARBITURATES,46
 IMIPRAMINE TRICYC 1/2,31
 METHYLENEDIOXYAMPHETAMINE,52
 NORTRIPTYLINE - DESIPRAMINE 1-2,31
 OPIATES 1 OR MORE,5
 OXYCODONE W METAB CONF,190
 DRUG SCREENING OXYCODONE,90
 DRUG SCREENING TRAMADOL,71
 PARANEOPLASTIC AB IFA EA SER,42
 INFECTIOUS AGENT (DNA OR RNA) NOT OTHERWISE SPECIFIED AMPLIFIED PROBE EACH VARICELLA ZOSTER,98
 INFECTIOUS AGENT (DNA OR RNA) NOT OTHERWISE SPECIFIED AMPLIFIED PROBE EACH MICROSPORIDIA,94
 CYTO/MOLECULAR REPORT,122
 ACUTE HEPATITIS PANEL,42
 AMIKACIN,10
 DIAZEPAM (VALIUM),83
 DRUG SCREEN QUANT CAFFEINE,46
 TOTAL CARBAMAZEPINE,12
 FREE CARBAMAZEPINE,21
 CYCLOSPORINE,7
 DRUG SCREEN QUANT (CLOZAPINE),25
 ETHOSUXIMIDE (ZARONTIN),62
 EVEROLIMUS,15
 HALOPERIDOL,59
 DRUG SCREEN QUAN LAMOTRIGINE,41
 LIDOCAINE,211
 DRUG SCREEN QUAN LEVETIRACETAM,26
 MYCOPHENOLIC ACID,12
 OXCARBAZEPINE (TRILEPTIL),48
 PHENOBARBITOL,39
 PHENYTOIN (DILANTIN) TOTAL,16
 PHENYTOIN (DILANTIN) FREE,14
 PRIMIDONE (MYSOLINE),8
 PROCAINAMIDE & NAPA,27
 QUINIDINE,42
 ASSAY OF SIROLIMUS,15
 TACROLIMUS BLOOD,24
 TOPIRAMATE,15
 GABAPENTIN,19
 FELBAMATE (FELBATOL),35
 FLECAINIDE,43
 BENZENE,70
 METHOTREXATE,213
 QUANT DRUG ASSAY 1,92
 PAXIL,78
 SERTRALINE (ZOLOFT),84
 MEXILETINE,106
" BUPRENORPHINE, URINE, QUALITATIVE SCREEN",21
 UMBILICAL CORD DRUG TESTING,152
" METHADONE METABOLITE (EDDP), URINE, QUAL SCR",7
 DRUG SCREEN QUANTALCOHOLS,220
 NICOTINE AND METABOLITES,35
" AMPHETAMINES, URINE, GC/MS CONFIRMATION",7
" MECONIUM CONFIRMATION, AMPHETAMINE",97
 DIHYDROTESTOSTERONE,41
 ANTIDEPRESSANTS SEROTONERGIC 3 URINE,47
" ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 6 OR MORE, URINE",47
 ANTIDEPRESSANT NOT SPEC,77
" BARBITURATES, URINE CONF",12
" BENZODIAZEPINES, URINE GC/MS CONFIRMATION",6
" CANNABINOID, URINE, GC/MS CONFIRMATION",8
" MECONIUM CONFIRMATION, CARBOXY T",97
" COCAINE, CONF",8
" MECONIUM CONFIRMATION, COCAINE",97
 DRUG SCREEN FENTANYL,182
" FENTANYL, SERUM",97
" FENTANYL, URINE QUANTITATIVE",12
 DRUG SCREENING METHYLPHENIDATE,129
" MECONIUM CONFIRMATION, OPIATE",97
" DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2, URINE",50
" TRAMADOL LEVEL, URINE",40
 DRUG/SUBSTANCE NOS 1-3,73
" DRUG SCREEN BY GC/MS, URINE",30
" URINALYSIS, QUALITATIVE",84
 IDH1 AND IDH2 MUTATIONS,140
 IDH1 AND IDH2 MUTATIONS,100
 BRCA PANEL,2162
 BCR KINASE MUTATION ANALYSIS,294
 BCR/ABL1 GENE MAJOR BREAKPOINT,214
 BRAF GENE,597
 BRAF V600E/V600K MUTATIONS,191
 HEREDITARY BREAST AND OVARIAN CANCER HIGH-MOD RISK PANEL,2025
 CEBPA MUTATION,244
 CALR MUTATION,144
 CFTR GENE COMVARIANTS,427
 EGFR GENE COM VARIANTS,144
 F2 GENE ANALYSIS 2021G>A,127
 F5 GENE LEIDEN VARIANT,120
 FMR1 FRAGILE X GENE DETECTION,299
 FMR1 GENE CHARACTERIZATION,216
 FLT3 MUTATION,109
 FLT3 MUTATION,74
 GBA GENE,286
 HFE (HEMOCHROMATOSIS) GENE ANALYSIS,137
 STR MARKERS SPECIMEN ANALYSIS,273
 JAK2 (JANUS KINASE 2) GENE V617F,175
" KIT MUTATION FOR AML - EXONS 8, 17",244
 KIT D816V MUTATION,185
 KRAS GENE VARIANTS EXON 2,657
 KRAS,123
 KRAS MUTATION IN MALIGNANCY,88
 MTHFR GENE,95
 MICROSATELLITE INSTABILITY ANALYSIS OF MARKERS FOR MISMATCH,219
 NPM1 MUTATION,185
" PML/RARA T(15;17) TRANSLOCATION, QUALITATIVE",188
 TRB GENE REARRANGE AMPLIFY,283
 TRG GENE REARRANGEMENT ANAL,273
 HLA II TYPING 1 ALLELE HIGH RESOLUTION,127
 MPL MUTATION,185
 MOPATH PROCEDURE LEVEL 3,185
 MOPATH PROCEDURE LEVEL 4,1
 MOPATH PROC LEVEL 4,140
 MOPATH PROCEDURE LEVEL 5,1
 FETAL CHROMOSOMAL ANEUPLO,999
 HEREDITARY BREAST AND OVARIAN CANCER COMPREHEN. NGS PANEL,2025
 TARGETED GENOMIC SEQ ANALYSIS,1983
 LUNG CANCER NEXT-GENERATION SEQUENCING (NGS) PANEL,1390
 SOLID TUMOR NGS PANEL,1390
 MYD88 (L265P) MUTATION,152
 ONCO (OVAR) 5 PROTEINS,721
" FETAL CONGENITAL ABNORMALITIES, TWO PROTEINS",190
 FETAL CONGENITAL ABNORMALITIES FOUR ANALYTES,66
 FETAL CONGENITAL ABNORMAL,180
 SEQUENTIAL MAT SCRN 2,232
 ADRENOCORTICOTROPIC HORMONE (ACTH),10
 ASP & AMP CYCLIC,110
 ALDOLASE,10
 ALDOSTERONE SERUM,11
 ALDOSTERONE URINE,82
 ALPHA-1 ANTITRYPSIN TOTAL,40
 ALPHA-1 ANTITRYPSIN,10
 ALPHA 1 ANTITRYPSIN PHENO,37
 ALPHA 1 ANTITRYPSIN PHENOTYPE,62
 ALPHA FETO PROTEIN SERUM,9
 ALPHA FETOPROTEIN SERUM,44
 ALUMINUM,46
" AMINOLEVULINIC ACID, DELTA (ALA)",91
" AMINO ACIDS, QUANT, 2-5,EACH SPECIMEN",131
" AMINO ACIDS, QUANT, 6+",284
 AMMONIA 24 URINE,26
 ANDROSTENEDIONE,8
 ANGIOTENSIN I-CO ENZYME (ACE),7
 ANGIOTENSIN CSF,82
 APOLIPOPROTEIN A-1,72
 APOLIPOPROTEIN B,43
 ARSENIC,14
 ASCORBIC ACID,30
 ASSAY OF BARBITURATES,208
 BETA-2-MICROGLOBULIN,11
 BETA-2 MICROGLOBULIN CSF,74
" BILE ACIDES, TOTAL",47
 CADMIUM,17
 CALCITONIN,14
 CALCIUM SEND OUT,11
 KIDNEY STONE ANALYSIS,17
 CEA CSF,104
 CARNITINE,54
 CAROTENE,46
" CATECHOLAMINE, URINE 24 HR",23
 CATECHOLAMINES PLASMA,64
 CERULOPLASMIN,7
 CHEMILUMINESCENT ASSAY,75
 PARATHYROID RELATED HORMONE PTH,29
 CHLORIDE URINE,16
 CHLORIDE 24 HR URINE,56
 CHOLESTEROL,9
" DIBUCAINE, TOTAL",37
" ACETYLCHOLINESTERASE, RBC",88
 CHROMIUM,25
 CITRATE,63
" CITRATE, URINE",21
 COLLAGEN CROSS LINKS,26
 BETA CROSS LAPS,26
 COPPER,8
 COPPER URINE,62
" COPPER, LIVER TISSUE",75
" CORTISOL, FREE (URINE)",46
" CORTISOL, SALIVA",40
 COL CHROMOTOGRAPHY QUAL/Q 18 HYDROXYCORTICOSTERONE,190
 COL CHROMOTOGRAPHY QUAL/Q TRIMETHADIONE,69
 COL CHROMOTOGRAPHY QUAL/Q A1AT PROTEOTYPE,71
 COL CHROMOTOGRAPHY QUAL/Q ZONISAMIDE,38
 COL CHROMOTOGRAPHY QUAL/Q PROTRIPTYLINE,63
 COL CHROMOTOGRAPHY QUAL/Q ENCAINDE,66
 COL CHROMOTOGRAPHY QUAL/Q MS,104
 NTM COMPONENT 5HIAA,67
 CPK TOTAL,35
 CPK ISOENZYME,21
 CREATININE URINE,11
 CRYOFIBRINOGEN,26
 CRYOGLOBULIN,14
 CYANIDE BLOOD,106
 DHEA,13
 DHEA-S,10
 DEOXYCORTISOL 11,35
 VITAMIN D 1 25 DIHYDROXY,16
 TRIMETHADIONE (TRIDIONE),49
" ELASTASE, STOOL",55
 ENZYME CELL ACTIVITY,133
 ARYLSULFATASE A LEUKOCYTE,115
 ERYTHROPOIETIN,18
" ESTROGENS, FRACTIONATED",25
" ESTRADIOL, BLOOD",64
" ESTROGENS, FRACTIONATED",27
 ESTRIOL UNCONJUGATED,19
 ESTRONE,20
 VERY LONG CHAIN FATTY ACID,82
